,implementing_agency_name,numeric_year,country_name,dac_category_name,region_name,income_group_name,constant_amount
421,African Development Foundation,2010,BurkinaFaso,Agriculture,Sub-Saharan Africa,Low Income Country,278159
422,African Development Foundation,2010,BurkinaFaso,Economic Growth,Sub-Saharan Africa,Low Income Country,109340
423,African Development Foundation,2010,BurkinaFaso,Other,Sub-Saharan Africa,Low Income Country,321356
424,African Development Foundation,2010,Burundi,Agriculture,Sub-Saharan Africa,Low Income Country,232217
426,African Development Foundation,2010,Burundi,Economic Growth,Sub-Saharan Africa,Low Income Country,367132
428,African Development Foundation,2010,CapeVerde,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,301820
430,African Development Foundation,2010,CapeVerde,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,622924
431,African Development Foundation,2010,CapeVerde,Health and Population,Sub-Saharan Africa,Lower Middle Income Country,114820
432,African Development Foundation,2010,CapeVerde,Other,Sub-Saharan Africa,Lower Middle Income Country,263678
433,African Development Foundation,2010,Ghana,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,621131
434,African Development Foundation,2010,Ghana,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,422876
435,African Development Foundation,2010,Ghana,Other,Sub-Saharan Africa,Lower Middle Income Country,582971
438,African Development Foundation,2010,Guinea,Governance,Sub-Saharan Africa,Low Income Country,316752
443,African Development Foundation,2010,Liberia,Agriculture,Sub-Saharan Africa,Low Income Country,386388
445,African Development Foundation,2010,Liberia,Economic Growth,Sub-Saharan Africa,Low Income Country,311652
447,African Development Foundation,2010,Liberia,Other,Sub-Saharan Africa,Low Income Country,226316
448,African Development Foundation,2010,Malawi,Agriculture,Sub-Saharan Africa,Low Income Country,1062542
449,African Development Foundation,2010,Malawi,Economic Growth,Sub-Saharan Africa,Low Income Country,311007
450,African Development Foundation,2010,Malawi,Other,Sub-Saharan Africa,Low Income Country,291913
451,African Development Foundation,2010,Mali,Agriculture,Sub-Saharan Africa,Low Income Country,590620
452,African Development Foundation,2010,Mali,Economic Growth,Sub-Saharan Africa,Low Income Country,564245
454,African Development Foundation,2010,Mauritania,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,350695
455,African Development Foundation,2010,Mauritania,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,279535
458,African Development Foundation,2010,Namibia,Economic Growth,Sub-Saharan Africa,Upper Middle Income Country,204489
460,African Development Foundation,2010,Niger,Agriculture,Sub-Saharan Africa,Low Income Country,678920
462,African Development Foundation,2010,Niger,Governance,Sub-Saharan Africa,Low Income Country,211552
463,African Development Foundation,2010,Niger,Health and Population,Sub-Saharan Africa,Low Income Country,299734
464,African Development Foundation,2010,Nigeria,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,731157
465,African Development Foundation,2010,Nigeria,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,260463
466,African Development Foundation,2010,Nigeria,Governance,Sub-Saharan Africa,Lower Middle Income Country,116227
467,African Development Foundation,2010,Nigeria,Other,Sub-Saharan Africa,Lower Middle Income Country,415923
468,African Development Foundation,2010,Rwanda,Agriculture,Sub-Saharan Africa,Low Income Country,826832
470,African Development Foundation,2010,Rwanda,Other,Sub-Saharan Africa,Low Income Country,361885
471,African Development Foundation,2010,Senegal,Agriculture,Sub-Saharan Africa,Low Income Country,538711
473,African Development Foundation,2010,Senegal,Economic Growth,Sub-Saharan Africa,Low Income Country,194332
475,African Development Foundation,2010,Senegal,Other,Sub-Saharan Africa,Low Income Country,341979
476,African Development Foundation,2010,SouthAfrica,Governance,Sub-Saharan Africa,Upper Middle Income Country,108571
480,African Development Foundation,2010,Tanzania,Agriculture,Sub-Saharan Africa,Low Income Country,1012938
481,African Development Foundation,2010,Tanzania,Economic Growth,Sub-Saharan Africa,Low Income Country,489233
482,African Development Foundation,2010,Tanzania,Other,Sub-Saharan Africa,Low Income Country,421214
483,African Development Foundation,2010,Uganda,Agriculture,Sub-Saharan Africa,Low Income Country,1119367
484,African Development Foundation,2010,Uganda,Economic Growth,Sub-Saharan Africa,Low Income Country,261496
488,African Development Foundation,2010,Uganda,Other,Sub-Saharan Africa,Low Income Country,505378
490,African Development Foundation,2010,Zambia,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,483864
491,African Development Foundation,2010,Zambia,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,1557966
493,African Development Foundation,2010,Zambia,Other,Sub-Saharan Africa,Lower Middle Income Country,435729
494,African Development Foundation,2010,Zimbabwe,Agriculture,Sub-Saharan Africa,Low Income Country,168737
495,African Development Foundation,2010,Zimbabwe,Economic Growth,Sub-Saharan Africa,Low Income Country,146203
497,African Development Foundation,2011,Benin,Agriculture,Sub-Saharan Africa,Low Income Country,895940
499,African Development Foundation,2011,Benin,Economic Growth,Sub-Saharan Africa,Low Income Country,138147
500,African Development Foundation,2011,Benin,Governance,Sub-Saharan Africa,Low Income Country,459897
501,African Development Foundation,2011,Botswana,Agriculture,Sub-Saharan Africa,Upper Middle Income Country,183495
502,African Development Foundation,2011,Botswana,Economic Growth,Sub-Saharan Africa,Upper Middle Income Country,647633
503,African Development Foundation,2011,Botswana,Other,Sub-Saharan Africa,Upper Middle Income Country,353001
504,African Development Foundation,2011,BurkinaFaso,Agriculture,Sub-Saharan Africa,Low Income Country,560019
505,African Development Foundation,2011,BurkinaFaso,Economic Growth,Sub-Saharan Africa,Low Income Country,240430
507,African Development Foundation,2011,BurkinaFaso,Other,Sub-Saharan Africa,Low Income Country,253858
508,African Development Foundation,2011,Burundi,Agriculture,Sub-Saharan Africa,Low Income Country,250792
510,African Development Foundation,2011,Burundi,Economic Growth,Sub-Saharan Africa,Low Income Country,660115
512,African Development Foundation,2011,CapeVerde,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,369657
514,African Development Foundation,2011,CapeVerde,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,278126
517,African Development Foundation,2011,CapeVerde,Other,Sub-Saharan Africa,Lower Middle Income Country,345775
521,African Development Foundation,2011,Ghana,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,347611
522,African Development Foundation,2011,Ghana,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,184937
523,African Development Foundation,2011,Ghana,Other,Sub-Saharan Africa,Lower Middle Income Country,243840
524,African Development Foundation,2011,Guinea,Governance,Sub-Saharan Africa,Low Income Country,145974
526,African Development Foundation,2011,Kenya,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,291650
530,African Development Foundation,2011,Liberia,Agriculture,Sub-Saharan Africa,Low Income Country,551043
532,African Development Foundation,2011,Liberia,Economic Growth,Sub-Saharan Africa,Low Income Country,235913
533,African Development Foundation,2011,Liberia,Other,Sub-Saharan Africa,Low Income Country,262484
534,African Development Foundation,2011,Malawi,Agriculture,Sub-Saharan Africa,Low Income Country,485304
535,African Development Foundation,2011,Malawi,Economic Growth,Sub-Saharan Africa,Low Income Country,426098
536,African Development Foundation,2011,Malawi,Other,Sub-Saharan Africa,Low Income Country,329455
537,African Development Foundation,2011,Mali,Agriculture,Sub-Saharan Africa,Low Income Country,260544
538,African Development Foundation,2011,Mali,Economic Growth,Sub-Saharan Africa,Low Income Country,784452
539,African Development Foundation,2011,Mauritania,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,542345
540,African Development Foundation,2011,Mauritania,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,289309
543,African Development Foundation,2011,Namibia,Economic Growth,Sub-Saharan Africa,Upper Middle Income Country,114916
544,African Development Foundation,2011,Niger,Agriculture,Sub-Saharan Africa,Low Income Country,319219
546,African Development Foundation,2011,Niger,Health and Population,Sub-Saharan Africa,Low Income Country,220604
547,African Development Foundation,2011,Niger,Other,Sub-Saharan Africa,Low Income Country,117814
548,African Development Foundation,2011,Nigeria,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,1076106
549,African Development Foundation,2011,Nigeria,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,314373
550,African Development Foundation,2011,Nigeria,Governance,Sub-Saharan Africa,Lower Middle Income Country,553358
551,African Development Foundation,2011,Nigeria,Other,Sub-Saharan Africa,Lower Middle Income Country,488434
552,African Development Foundation,2011,Rwanda,Agriculture,Sub-Saharan Africa,Low Income Country,909758
554,African Development Foundation,2011,Rwanda,Other,Sub-Saharan Africa,Low Income Country,285621
555,African Development Foundation,2011,Senegal,Agriculture,Sub-Saharan Africa,Low Income Country,489083
556,African Development Foundation,2011,Senegal,Commodity Assistance,Sub-Saharan Africa,Low Income Country,190064
557,African Development Foundation,2011,Senegal,Economic Growth,Sub-Saharan Africa,Low Income Country,390173
558,African Development Foundation,2011,Senegal,Other,Sub-Saharan Africa,Low Income Country,302397
563,African Development Foundation,2011,SouthAfrica,Governance,Sub-Saharan Africa,Upper Middle Income Country,163428
565,African Development Foundation,2011,Swaziland,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,287255
566,African Development Foundation,2011,Swaziland,Other,Sub-Saharan Africa,Lower Middle Income Country,244770
567,African Development Foundation,2011,Tanzania,Agriculture,Sub-Saharan Africa,Low Income Country,805118
568,African Development Foundation,2011,Tanzania,Economic Growth,Sub-Saharan Africa,Low Income Country,225876
569,African Development Foundation,2011,Tanzania,Other,Sub-Saharan Africa,Low Income Country,457466
570,African Development Foundation,2011,Uganda,Agriculture,Sub-Saharan Africa,Low Income Country,720805
571,African Development Foundation,2011,Uganda,Economic Growth,Sub-Saharan Africa,Low Income Country,242910
574,African Development Foundation,2011,Uganda,Other,Sub-Saharan Africa,Low Income Country,408550
575,African Development Foundation,2011,Zambia,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,1124775
576,African Development Foundation,2011,Zambia,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,657402
578,African Development Foundation,2011,Zambia,Other,Sub-Saharan Africa,Lower Middle Income Country,546558
579,African Development Foundation,2011,Zimbabwe,Agriculture,Sub-Saharan Africa,Low Income Country,1311306
580,African Development Foundation,2011,Zimbabwe,Commodity Assistance,Sub-Saharan Africa,Low Income Country,114658
581,African Development Foundation,2011,Zimbabwe,Economic Growth,Sub-Saharan Africa,Low Income Country,356330
582,African Development Foundation,2011,Zimbabwe,Governance,Sub-Saharan Africa,Low Income Country,131041
584,African Development Foundation,2012,Benin,Agriculture,Sub-Saharan Africa,Low Income Country,965006
586,African Development Foundation,2012,Benin,Economic Growth,Sub-Saharan Africa,Low Income Country,397134
587,African Development Foundation,2012,Benin,Governance,Sub-Saharan Africa,Low Income Country,127071
588,African Development Foundation,2012,Benin,Other,Sub-Saharan Africa,Low Income Country,200322
591,African Development Foundation,2012,Botswana,Other,Sub-Saharan Africa,Upper Middle Income Country,177239
592,African Development Foundation,2012,BurkinaFaso,Agriculture,Sub-Saharan Africa,Low Income Country,911470
593,African Development Foundation,2012,BurkinaFaso,Economic Growth,Sub-Saharan Africa,Low Income Country,199628
594,African Development Foundation,2012,BurkinaFaso,Other,Sub-Saharan Africa,Low Income Country,327342
595,African Development Foundation,2012,Burundi,Agriculture,Sub-Saharan Africa,Low Income Country,563940
597,African Development Foundation,2012,Burundi,Economic Growth,Sub-Saharan Africa,Low Income Country,250220
599,African Development Foundation,2012,Burundi,Other,Sub-Saharan Africa,Low Income Country,308439
600,African Development Foundation,2012,CapeVerde,Agriculture,Sub-Saharan Africa,Lower Middle Income Country,241259
602,African Development Foundation,2012,CapeVerde,Economic Growth,Sub-Saharan Africa,Lower Middle Income Country,442145
605,African Development Foundation,2012,CapeVerde,Other,Sub-Saharan Africa,Lower Middle Income Country,372335
613,African Development Foundation,2012,Ghana,Other,Sub-Saharan Africa,Lower Middle Income Country,162320
